spec	Fold_0
nist_3291900	train
nist_3291907	train
nist_3291917	train
nist_3291922	train
nist_3291925	train
nist_3291929	train
nist_3291931	train
nist_3291937	train
nist_3291961	train
nist_3291973	train
nist_3291995	train
nist_3292001	train
nist_3292003	train
nist_3292012	train
nist_3292020	train
nist_3292030	train
nist_3292050	train
nist_3292055	train
nist_3292057	train
nist_3292066	train
nist_3292068	train
nist_3292075	train
nist_3292084	train
nist_3292090	train
nist_3292096	train
nist_3292136	train
nist_3292140	train
nist_3292142	train
nist_3292147	train
nist_3292149	train
nist_3292156	train
nist_3292182	train
nist_3292188	train
nist_3292194	train
nist_3292196	train
nist_3292203	train
nist_3292224	train
nist_3292232	train
nist_3292234	train
nist_3292244	train
nist_3292246	train
nist_3292252	train
nist_3292268	train
nist_3292270	train
nist_3292274	train
nist_3292276	train
nist_3292283	train
nist_3292304	train
nist_3292314	train
nist_3292316	train
nist_3292323	train
nist_3292408	train
nist_3292410	train
nist_3292417	train
nist_3292419	train
nist_3292429	train
nist_3292459	train
nist_3292541	train
nist_3292545	train
nist_3292547	train
nist_3292553	train
nist_3292580	train
nist_3292590	train
nist_3292592	train
nist_3292603	train
nist_3292618	train
nist_3292639	train
nist_3292650	train
nist_3292662	train
nist_3292677	train
nist_3292709	train
nist_3292724	train
nist_3292757	train
nist_3292769	train
nist_3292822	train
nist_3292828	train
nist_3292830	train
nist_3292850	train
nist_3292855	train
nist_3292873	train
nist_3292878	train
nist_3292881	train
nist_3292892	train
nist_3292898	train
nist_3292908	train
nist_3292939	train
nist_3292951	train
nist_3292990	train
nist_3292994	train
nist_3292996	train
nist_3293005	train
nist_3293014	train
nist_3293027	train
nist_3293037	train
nist_3293051	train
nist_3293062	train
nist_3293064	train
nist_3293136	train
nist_3293138	train
nist_3293149	train
nist_3293151	train
nist_3293152	train
nist_3293161	train
nist_3293171	train
nist_3293180	train
nist_3293250	train
nist_3293252	train
nist_3293254	train
nist_3293261	train
nist_3293263	train
nist_3293269	train
nist_3293279	train
nist_3293283	train
nist_3293291	train
nist_3293312	train
nist_3293316	train
nist_3293318	train
nist_3293330	train
nist_3293357	train
nist_3293368	train
nist_3293370	train
nist_3293385	train
nist_3293408	train
nist_3293415	train
nist_3293416	train
nist_3293428	train
nist_3293473	train
nist_3293487	train
nist_3293510	train
nist_3293512	train
nist_3293524	train
nist_3293578	train
nist_3293586	train
nist_3293588	train
nist_3293597	train
nist_3293599	train
nist_3293606	train
nist_3293614	train
nist_3293623	train
nist_3293628	train
nist_3293640	train
nist_3293648	train
nist_3293658	train
nist_3293683	train
nist_3293710	train
nist_3293715	train
nist_3293717	train
nist_3293724	train
nist_3293726	train
nist_3293738	train
nist_3293763	train
nist_3293774	train
nist_3293784	train
nist_3293799	train
nist_3293827	train
nist_3293841	train
nist_3293872	train
nist_3294863	test
nist_3294878	test
nist_3294885	train
nist_3294898	train
nist_3294907	train
nist_3294921	train
nist_3294964	train
nist_3294974	train
nist_3294983	train
nist_3294998	train
nist_3295049	train
nist_3295054	train
nist_3295066	train
nist_3295075	train
nist_3295088	train
nist_3295115	train
nist_3295126	train
nist_3295130	train
nist_3295142	train
nist_3295191	train
nist_3295201	train
nist_3295216	train
nist_3295226	train
nist_3295239	train
nist_3295266	test
nist_3295276	test
nist_3295287	train
nist_3295295	train
nist_3295318	val
nist_3295329	val
nist_3295338	val
nist_3295351	val
nist_3295407	train
nist_3295418	train
nist_3295423	train
nist_3295432	train
nist_3295440	train
nist_3295450	train
nist_3295461	train
nist_3295476	train
nist_3295482	train
nist_3295495	train
nist_3295509	train
nist_3295522	train
nist_3295526	train
nist_3295535	train
nist_3295537	train
nist_3295550	train
nist_3295557	train
nist_3295571	train
nist_3295593	val
nist_3295605	val
nist_3295607	val
nist_3295622	val
nist_3295655	test
nist_3295664	test
nist_3295672	train
nist_3295684	train
nist_3295704	train
nist_3295716	train
nist_3295727	train
nist_3295734	train
nist_3295748	train
nist_3295773	train
nist_3295779	train
nist_3295783	train
nist_3295798	train
nist_3295805	train
nist_3295819	train
nist_3295827	train
nist_3295842	train
nist_3295850	train
nist_3295859	train
nist_3295864	train
nist_3295875	train
nist_3295879	train
nist_3295887	train
nist_3295897	train
nist_3295909	train
nist_3295923	train
nist_3295935	train
nist_3295970	train
nist_3295980	train
nist_3295986	train
nist_3295996	train
nist_3296004	train
nist_3296018	train
nist_3296023	train
nist_3296035	train
nist_3296042	train
nist_3296053	train
nist_3296060	train
nist_3296072	train
nist_3296108	train
nist_3296121	train
nist_3296128	train
nist_3296138	train
nist_3296151	train
nist_3296161	train
nist_3296175	train
nist_3296183	train
nist_3296193	train
nist_3296202	train
nist_3296217	train
nist_3296228	train
nist_3296230	train
nist_3296240	train
nist_3296254	train
nist_3296264	train
nist_3296291	train
nist_3296306	train
nist_3296315	train
nist_3296325	train
nist_3296335	train
nist_3296350	train
nist_3296366	train
nist_3296372	train
nist_3296374	train
nist_3296386	train
nist_3296402	train
nist_3296417	train
nist_3296424	train
nist_3296434	train
nist_3296451	train
nist_3296466	train
nist_3296502	train
nist_3296516	train
nist_3296520	train
nist_3296534	train
nist_3296537	train
nist_3296550	train
nist_3296568	train
nist_3296580	train
nist_3296604	train
nist_3296616	train
nist_3296628	train
nist_3296630	train
nist_3296642	train
nist_3296666	train
nist_3296679	train
nist_3296687	train
nist_3296698	train
nist_3296717	train
nist_3296722	train
nist_3296724	train
nist_3296737	train
nist_3296743	train
nist_3296754	train
nist_3296762	train
nist_3296766	train
nist_3296773	val
nist_3296783	val
nist_3296795	val
nist_3296806	val
nist_3296824	train
nist_3296838	train
nist_3296858	train
nist_3296860	train
nist_3296871	train
nist_3296892	val
nist_3296902	val
nist_3296919	val
nist_3296931	val
nist_3296956	train
nist_3296966	train
nist_3296978	train
nist_3296984	train
nist_3296987	train
nist_3297030	train
nist_3297038	train
nist_3297062	train
nist_3297075	train
nist_3297091	train
nist_3297101	train
nist_3297103	train
nist_3297118	train
nist_3297143	train
nist_3297154	train
nist_3297166	train
nist_3297180	train
nist_3297194	train
nist_3297221	train
nist_3297232	train
nist_3297249	train
nist_3297260	train
nist_3297266	train
nist_3297275	train
nist_3297291	train
nist_3297302	train
nist_3297308	train
nist_3297317	train
nist_3297331	train
nist_3297346	train
nist_3297367	train
nist_3297382	train
nist_3297387	train
nist_3297402	train
nist_3297427	train
nist_3297433	train
nist_3297435	train
nist_3297450	train
nist_3297465	train
nist_3297480	train
nist_3297496	train
nist_3297501	train
nist_3297503	train
nist_3297516	train
nist_3297521	train
nist_3297536	train
nist_3297540	train
nist_3297555	train
nist_3297559	train
nist_3297569	train
nist_3297573	train
nist_3297588	train
nist_3297646	train
nist_3297652	train
nist_3297671	train
nist_3297686	train
nist_3297720	train
nist_3297733	train
nist_3297736	train
nist_3297745	train
nist_3297747	train
nist_3297752	train
nist_3297767	train
nist_3297771	train
nist_3297782	train
nist_3297790	test
nist_3297802	test
nist_3297822	train
nist_3297835	train
nist_3297858	train
nist_3297873	train
nist_3297893	train
nist_3297904	train
nist_3297909	train
nist_3297923	train
nist_3297938	train
nist_3297948	train
nist_3297972	train
nist_3298003	val
nist_3298015	val
nist_3298041	val
nist_3298053	val
nist_3298059	val
nist_3298070	val
nist_3298086	train
nist_3298101	train
nist_3298129	train
nist_3298137	train
nist_3298156	train
nist_3298171	train
nist_3298208	test
nist_3298221	test
nist_3298244	train
nist_3298256	train
nist_3298258	train
nist_3298266	train
nist_3298273	train
nist_3298282	train
nist_3298294	train
nist_3298328	train
nist_3298332	train
nist_3298349	train
nist_3298364	train
nist_3298412	train
nist_3298435	train
nist_3298439	train
nist_3298441	train
nist_3298445	train
nist_3298446	train
nist_3298460	train
nist_3298467	train
nist_3298484	train
nist_3298494	train
nist_3298501	train
nist_3298519	train
nist_3298527	train
nist_3298541	train
nist_3298556	train
nist_3298584	train
nist_3298595	train
nist_3298610	train
nist_3298621	train
nist_3298641	train
nist_3298650	val
nist_3298660	val
nist_3298693	val
nist_3298705	val
nist_3298723	train
nist_3298735	train
nist_3298746	train
nist_3298750	train
nist_3298752	train
nist_3298763	train
nist_3298770	train
nist_3298784	train
nist_3298792	train
nist_3298806	train
nist_3298812	train
nist_3298825	train
nist_3298855	train
nist_3298865	train
nist_3298867	train
nist_3298874	train
nist_3298880	train
nist_3298889	train
nist_3298893	train
nist_3298901	train
nist_3298908	train
nist_3298923	train
nist_3298942	train
nist_3298954	train
nist_3298970	train
nist_3298977	train
nist_3298992	train
nist_3299012	train
nist_3299017	train
nist_3299025	train
nist_3299040	train
nist_3299049	train
nist_3299064	train
nist_3299095	train
nist_3299104	train
nist_3299106	train
nist_3299119	train
nist_3299121	train
nist_3299136	train
nist_3299148	train
nist_3299162	train
nist_3299172	train
nist_3299187	train
nist_3299197	train
nist_3299202	train
nist_3299204	train
nist_3299216	train
nist_3299256	train
nist_3299263	train
nist_3299265	train
nist_3299278	train
nist_3299301	train
nist_3299306	train
nist_3299308	train
nist_3299321	train
nist_3299342	train
nist_3299354	train
nist_3299356	train
nist_3299360	train
nist_3299368	train
nist_3299383	train
nist_3299409	train
nist_3299415	train
nist_3299417	train
nist_3299428	train
nist_3299443	train
nist_3299445	train
nist_3299457	train
nist_3299459	train
nist_3299470	train
nist_3299489	train
nist_3299498	train
nist_3299505	val
nist_3299508	val
nist_3299579	val
nist_3299591	val
nist_3299599	train
nist_3299614	train
nist_3299620	train
nist_3299635	train
nist_3299680	train
nist_3299685	train
nist_3299689	train
nist_3299702	train
nist_3299712	train
nist_3299723	train
nist_3299736	train
nist_3299740	train
nist_3299765	train
nist_3299771	train
nist_3299780	train
nist_3299791	train
nist_3299806	train
nist_3299815	train
nist_3299819	train
nist_3299863	train
nist_3299878	train
nist_3299970	train
nist_3299983	train
nist_3299985	train
nist_3300000	train
nist_3300002	train
nist_3300013	train
nist_3300021	train
nist_3300028	train
nist_3300036	train
nist_3300043	train
nist_3300052	train
nist_3300057	train
nist_3300059	val
nist_3300073	val
nist_3300098	val
nist_3300104	val
nist_3300112	train
nist_3300114	train
nist_3300115	train
nist_3300118	train
nist_3300136	train
nist_3300142	train
nist_3300144	train
nist_3300147	train
nist_3300148	train
nist_3300155	train
nist_3300183	train
nist_3300190	train
nist_3300192	train
nist_3300197	train
nist_3300199	train
nist_3300207	train
nist_3300215	train
nist_3300221	train
nist_3300224	train
nist_3300228	train
nist_3300229	train
nist_3300236	train
nist_3300237	train
nist_3300241	train
nist_3300243	train
nist_3300252	train
nist_3300253	train
nist_3300260	train
nist_3300284	train
nist_3300289	train
nist_3300294	train
nist_3300296	train
nist_3300303	train
nist_3300357	train
nist_3300360	train
nist_3300362	train
nist_3300370	train
nist_3300372	train
nist_3300381	train
nist_3300389	train
nist_3300394	train
nist_3300398	train
nist_3300400	train
nist_3300415	train
nist_3300477	train
nist_3300488	train
nist_3300490	train
nist_3300505	train
nist_3300507	train
nist_3300517	train
nist_3300519	train
nist_3300520	train
nist_3300526	train
nist_3300538	train
nist_3300544	train
nist_3300556	train
nist_3300558	train
nist_3300573	train
nist_3300615	train
nist_3300617	train
nist_3300632	train
nist_3300634	train
nist_3300642	train
nist_3300655	train
nist_3300661	train
nist_3300670	train
nist_3300676	train
nist_3300678	train
nist_3300690	train
nist_3300692	train
nist_3300706	train
nist_3300727	train
nist_3300732	train
nist_3300734	train
nist_3300736	train
nist_3300748	train
nist_3300762	train
nist_3300769	train
nist_3300771	train
nist_3300786	train
nist_3300788	train
nist_3300799	train
nist_3300801	train
nist_3300812	train
nist_3300813	train
nist_3300823	train
nist_3300829	train
nist_3300839	train
nist_3300843	train
nist_3300847	train
nist_3300848	train
nist_3300861	train
nist_3300865	train
nist_3300876	train
nist_3300878	train
nist_3300893	train
nist_3300895	train
nist_3300907	train
nist_3300914	train
nist_3300927	train
nist_3300928	val
nist_3300940	val
nist_3300959	val
nist_3300971	val
nist_3300973	train
nist_3300988	train
nist_3300992	train
nist_3301007	train
nist_3301012	train
nist_3301026	train
nist_3301030	train
nist_3301032	train
nist_3301039	train
nist_3301048	train
nist_3301063	train
nist_3301117	train
nist_3301132	train
nist_3301158	train
nist_3301165	train
nist_3301172	train
nist_3301174	train
nist_3301182	train
nist_3301191	train
nist_3301199	train
nist_3301206	train
nist_3301218	train
nist_3301246	train
nist_3301248	train
nist_3301253	train
nist_3301255	train
nist_3301270	train
nist_3301321	train
nist_3301334	train
nist_3301336	train
nist_3301341	train
nist_3301343	train
nist_3301358	train
nist_3301403	train
nist_3301416	train
nist_3301418	train
nist_3301428	train
nist_3301430	train
nist_3301445	train
nist_3301468	train
nist_3301477	train
nist_3301485	train
nist_3301500	train
nist_3301526	train
nist_3301535	train
nist_3301537	train
nist_3301549	train
nist_3301559	train
nist_3301574	train
nist_3301625	train
nist_3301637	train
nist_3301646	train
nist_3301648	train
nist_3301660	train
nist_3301674	train
nist_3301684	train
nist_3301701	train
nist_3301712	train
nist_3301714	train
nist_3301728	train
nist_3301800	train
nist_3301809	train
nist_3301811	train
nist_3301824	train
nist_3301847	train
nist_3301859	train
nist_3301861	train
nist_3301876	train
nist_3301878	train
nist_3301880	train
nist_3301885	train
nist_3301887	train
nist_3301897	train
nist_3301923	train
nist_3301932	train
nist_3301947	train
nist_3301951	train
nist_3301966	train
nist_3301976	train
nist_3301984	train
nist_3301993	train
nist_3302009	train
nist_3302019	train
nist_3302021	train
nist_3302036	train
nist_3302042	train
nist_3302046	train
nist_3302079	train
nist_3302080	train
nist_3302082	train
nist_3302092	train
nist_3302102	train
nist_3302106	train
nist_3302112	train
nist_3302117	train
nist_3302126	train
nist_3302140	train
nist_3302160	train
nist_3302163	train
nist_3302165	train
nist_3302176	train
nist_3302186	train
nist_3302201	train
nist_3302399	train
nist_3302403	train
nist_3302405	train
nist_3302418	train
nist_3302432	train
nist_3302470	train
nist_3302484	train
nist_3302498	train
nist_3302510	train
nist_3302522	train
nist_3302536	train
nist_3302548	train
nist_3302580	train
nist_3302584	train
nist_3302586	train
nist_3302600	train
nist_3302608	train
nist_3302611	train
nist_3302657	train
nist_3302670	train
nist_3302680	train
nist_3302692	train
nist_3302703	train
nist_3302715	train
nist_3302723	train
nist_3302726	train
nist_3302728	train
nist_3302737	train
nist_3302749	train
nist_3302763	train
nist_3302787	train
nist_3302790	train
nist_3302792	train
nist_3302801	train
nist_3302820	train
nist_3302828	train
nist_3302830	train
nist_3302843	train
nist_3302845	train
nist_3302856	train
nist_3302896	train
nist_3302911	train
nist_3302916	train
nist_3302931	train
nist_3302938	train
nist_3302951	train
nist_3302953	train
nist_3302968	train
nist_3302970	train
nist_3302982	train
nist_3303000	train
nist_3303003	train
nist_3303010	train
nist_3303025	train
nist_3303037	train
nist_3303043	train
nist_3303058	train
nist_3303067	train
nist_3303080	train
nist_3303087	train
nist_3303098	train
nist_3303113	train
nist_3303196	train
nist_3303199	train
nist_3303201	train
nist_3303216	train
nist_3303218	train
nist_3303233	train
nist_3303245	train
nist_3303253	train
nist_3303263	train
nist_3303286	train
nist_3303290	train
nist_3303292	train
nist_3303294	train
nist_3303301	train
nist_3303307	train
nist_3303319	train
nist_3303348	train
nist_3303355	train
nist_3303357	train
nist_3303367	train
nist_3303470	train
nist_3303475	train
nist_3303477	train
nist_3303488	train
nist_3303490	train
nist_3303501	train
nist_3303508	train
nist_3303518	train
nist_3303525	train
nist_3303527	val
nist_3303540	val
nist_3303564	val
nist_3303569	val
nist_3303577	train
nist_3303592	train
nist_3303655	train
nist_3303663	train
nist_3303719	test
nist_3303731	test
nist_3303735	val
nist_3303742	val
nist_3303744	val
nist_3303766	train
nist_3303781	train
nist_3303790	train
nist_3303794	train
nist_3303796	train
nist_3303805	train
nist_3303813	train
nist_3303828	train
nist_3303848	train
nist_3303859	train
nist_3303861	train
nist_3303876	train
nist_3303907	val
nist_3303912	val
nist_3303922	val
nist_3303933	val
nist_3303940	train
nist_3303952	train
nist_3303960	train
nist_3303972	train
nist_3304009	train
nist_3304019	train
nist_3304021	train
nist_3304036	train
nist_3304114	train
nist_3304128	train
nist_3304130	train
nist_3304138	train
nist_3304158	train
nist_3304170	train
nist_3304180	train
nist_3304188	train
nist_3304189	train
nist_3304198	train
nist_3304225	train
nist_3304240	train
nist_3304277	train
nist_3304279	train
nist_3304294	train
nist_3304311	train
nist_3304326	train
nist_3304383	train
nist_3304398	train
nist_3304400	train
nist_3304406	train
nist_3304453	train
nist_3304460	train
nist_3304462	train
nist_3304471	train
nist_3304472	train
nist_3304476	train
nist_3304496	train
nist_3304504	train
nist_3304566	train
nist_3304571	train
nist_3304573	train
nist_3304574	train
nist_3304583	train
nist_3304611	train
nist_3304621	train
nist_3304627	train
nist_3304634	train
nist_3304636	train
nist_3304643	train
nist_3304650	train
nist_3304667	train
nist_3304721	train
nist_3304726	train
nist_3304728	train
nist_3304738	train
nist_3304740	train
nist_3304753	train
nist_3304781	train
nist_3304790	train
nist_3304792	train
nist_3304808	train
nist_3304815	train
nist_3304821	train
nist_3304840	train
nist_3304853	train
nist_3304857	train
nist_3304861	train
nist_3304885	train
nist_3304888	train
nist_3304890	train
nist_3304901	train
nist_3304903	train
nist_3304910	train
nist_3304914	train
nist_3304920	train
nist_3304922	train
nist_3304932	train
nist_3304989	train
nist_3304996	train
nist_3305005	train
nist_3305013	train
nist_3305025	train
nist_3305054	train
nist_3305059	train
nist_3305061	train
nist_3305074	train
nist_3305078	train
nist_3305093	train
nist_3305121	train
nist_3305135	train
nist_3305161	train
nist_3305174	train
nist_3305205	train
nist_3305217	train
nist_3305219	train
nist_3305233	train
nist_3305241	train
nist_3305255	train
nist_3305261	train
nist_3305266	train
nist_3305279	train
nist_3305324	train
nist_3305334	train
nist_3305412	train
nist_3305415	train
nist_3305416	train
nist_3305421	train
nist_3305452	train
nist_3305467	train
nist_3305491	train
nist_3305493	train
nist_3305505	train
nist_3305519	train
nist_3305529	train
nist_3305531	val
nist_3305542	val
nist_3305548	val
nist_3305557	val
nist_3305565	val
nist_3305618	val
nist_3305631	val
nist_3305664	train
nist_3305668	train
nist_3305670	train
nist_3305680	train
nist_3305682	train
nist_3305697	train
nist_3305727	train
nist_3305737	train
nist_3305739	train
nist_3305754	train
nist_3305809	train
nist_3305811	train
nist_3305826	train
nist_3305828	train
nist_3305843	train
nist_3305879	train
nist_3305892	train
nist_3305901	train
nist_3305912	train
nist_3305919	train
nist_3305932	train
nist_3305943	train
nist_3305956	train
nist_3305957	train
nist_3305959	train
nist_3305966	train
nist_3305968	train
nist_3305972	train
nist_3305974	train
nist_3305984	train
nist_3305986	train
nist_3305992	train
nist_3305994	train
nist_3306004	train
nist_3306015	train
nist_3306024	train
nist_3306091	train
nist_3306104	train
nist_3306113	train
nist_3306126	train
nist_3306192	train
nist_3306202	train
nist_3306204	train
nist_3306225	train
nist_3306232	train
nist_3306234	train
nist_3306249	train
nist_3306251	train
nist_3306264	train
nist_3306282	train
nist_3306290	train
nist_3306292	train
nist_3306296	train
nist_3306305	train
nist_3306366	train
nist_3306368	train
nist_3306378	train
nist_3306380	train
nist_3306389	train
nist_3306399	train
nist_3306409	train
nist_3306411	train
nist_3306417	train
nist_3306419	test
nist_3306426	test
nist_3306434	train
nist_3306506	train
nist_3306508	train
nist_3306518	train
nist_3306519	train
nist_3306521	train
nist_3306530	train
nist_3306557	train
nist_3306559	train
nist_3306563	train
nist_3306564	train
nist_3306572	train
nist_3306616	train
nist_3306623	train
nist_3306625	train
nist_3306638	train
nist_3306669	train
nist_3306675	train
nist_3306685	train
nist_3306695	train
nist_3306703	train
nist_3306748	train
nist_3306753	train
nist_3306755	train
nist_3306763	train
nist_3306764	train
nist_3306774	train
nist_3306797	train
nist_3306806	train
nist_3306807	train
nist_3306814	train
nist_3306822	test
nist_3306826	test
nist_3306827	train
nist_3306838	train
nist_3306840	train
nist_3306846	train
nist_3306848	train
nist_3306853	train
nist_3306861	train
nist_3306876	train
nist_3306886	train
nist_3306893	train
nist_3306922	train
nist_3306929	train
nist_3306930	train
nist_3306942	train
nist_3306985	train
nist_3306997	train
nist_3307036	train
nist_3307044	train
nist_3307046	train
nist_3307061	train
nist_3307072	train
nist_3307084	train
nist_3307096	train
nist_3307144	train
nist_3307149	train
nist_3307151	train
nist_3307155	train
nist_3307300	train
nist_3307312	train
nist_3307323	train
nist_3307332	train
nist_3307334	train
nist_3307344	train
nist_3307357	train
nist_3307363	train
nist_3307370	train
nist_3307378	train
nist_3307390	train
nist_3307425	test
nist_3307433	test
nist_3307441	train
nist_3307456	train
nist_3307458	train
nist_3307473	train
nist_3307479	train
nist_3307494	train
nist_3307543	train
nist_3307551	train
nist_3307553	train
nist_3307568	train
nist_3307570	train
nist_3307580	train
nist_3307590	train
nist_3307601	train
nist_3307633	train
nist_3307636	train
nist_3307637	train
nist_3307643	train
nist_3307645	train
nist_3307654	train
nist_3307655	train
nist_3307661	train
nist_3307673	train
nist_3307682	train
nist_3307685	train
nist_3307689	train
nist_3307691	train
nist_3307692	train
nist_3307702	train
nist_3307723	train
nist_3307729	train
nist_3307735	train
nist_3307737	train
nist_3307768	train
nist_3307773	train
nist_3307775	train
nist_3307785	train
nist_3307787	train
nist_3307791	train
nist_3307797	train
nist_3307798	train
nist_3307802	train
nist_3307811	train
nist_3307824	train
nist_3307835	train
nist_3307847	train
nist_3307853	train
nist_3307863	train
nist_3307873	train
nist_3307882	train
nist_3307897	train
nist_3307918	train
nist_3307930	train
nist_3307932	train
nist_3307947	train
nist_3307975	train
nist_3307987	train
nist_3307995	train
nist_3308007	train
nist_3308047	train
nist_3308052	train
nist_3308054	train
nist_3308072	train
nist_3308083	train
nist_3308111	train
nist_3308125	train
nist_3308134	train
nist_3308144	train
nist_3308155	train
nist_3308165	train
nist_3308167	train
nist_3308179	train
nist_3308187	train
nist_3308195	train
nist_3308215	train
nist_3308226	train
nist_3308269	train
nist_3308274	train
nist_3308276	train
nist_3308287	train
nist_3308289	train
nist_3308300	train
nist_3308306	train
nist_3308310	train
nist_3308312	train
nist_3308321	train
nist_3308323	train
nist_3308332	train
nist_3308347	train
nist_3308350	train
nist_3308352	train
nist_3308360	train
nist_3308368	train
nist_3308371	train
nist_3308378	train
nist_3308382	train
nist_3308390	train
nist_3308401	train
nist_3308407	val
nist_3308415	val
nist_3308417	val
nist_3308427	val
nist_3308434	train
nist_3308442	train
nist_3308481	train
nist_3308484	train
nist_3308486	train
nist_3308494	train
nist_3308505	train
nist_3308511	train
nist_3308519	train
nist_3308524	train
nist_3308526	train
nist_3308533	train
nist_3308550	train
nist_3308560	train
nist_3308564	train
nist_3308573	train
nist_3308590	train
nist_3308604	train
nist_3308612	train
nist_3308627	train
nist_3308632	train
nist_3308646	train
nist_3308683	test
nist_3308695	test
nist_3308744	train
nist_3308758	train
nist_3308766	train
nist_3308780	train
nist_3308808	val
nist_3308817	val
nist_3308821	val
nist_3308831	val
nist_3308881	train
nist_3308894	train
nist_3308900	train
nist_3308914	train
nist_3308922	train
nist_3308937	train
nist_3308941	test
nist_3308956	test
nist_3308989	val
nist_3309004	val
nist_3309014	val
nist_3309026	val
nist_3309078	train
nist_3309091	train
nist_3309102	train
nist_3309116	train
nist_3309129	train
nist_3309138	train
nist_3309174	train
nist_3309185	train
nist_3309199	train
nist_3309208	train
nist_3309240	train
nist_3309248	train
nist_3309257	train
nist_3309268	train
nist_3309278	train
nist_3309288	train
nist_3309324	test
nist_3309331	test
nist_3309337	train
nist_3309352	train
nist_3309358	train
nist_3309370	train
nist_3309381	train
nist_3309396	train
nist_3309431	train
nist_3309443	train
nist_3309447	train
nist_3309458	train
nist_3309468	train
nist_3309477	train
nist_3309507	train
nist_3309514	train
nist_3309515	train
nist_3309530	train
nist_3309538	train
nist_3309551	train
nist_3309580	train
nist_3309589	train
nist_3309600	train
nist_3309606	train
nist_3309617	train
nist_3309627	train
nist_3309642	train
nist_3309684	train
nist_3309695	train
nist_3309700	train
nist_3309710	train
nist_3309716	train
nist_3309725	train
nist_3309731	train
nist_3309740	train
nist_3309744	train
nist_3309749	train
nist_3309751	train
nist_3309762	train
nist_3309770	train
nist_3309780	train
nist_3309797	train
nist_3309809	train
nist_3309829	train
nist_3309855	train
nist_3309858	train
nist_3309859	train
nist_3309870	train
nist_3309890	train
nist_3309902	train
nist_3309912	train
nist_3309921	train
nist_3309929	train
nist_3309940	train
nist_3309989	train
nist_3310003	train
nist_3310014	train
nist_3310026	train
nist_3310037	train
nist_3310049	train
nist_3310092	train
nist_3310105	train
nist_3310117	train
nist_3310123	train
nist_3310125	train
nist_3310138	train
nist_3310146	train
nist_3310159	train
nist_3310172	train
nist_3310184	train
nist_3310212	train
nist_3310219	train
nist_3310221	train
nist_3310233	train
nist_3310250	train
nist_3310289	train
nist_3310294	train
nist_3310296	train
nist_3310305	train
nist_3310306	train
nist_3310315	val
nist_3310347	val
nist_3310359	val
nist_3310361	train
nist_3310376	train
nist_3310390	train
nist_3310405	train
nist_3310411	train
nist_3310424	train
nist_3310481	train
nist_3310495	train
nist_3310507	train
nist_3310532	train
nist_3310543	train
nist_3310556	train
nist_3310568	train
nist_3310569	train
nist_3310578	train
nist_3310584	train
nist_3310593	train
nist_3310605	train
nist_3310615	train
nist_3310618	train
nist_3310624	train
nist_3310626	train
nist_3310632	train
nist_3310633	train
nist_3310641	train
nist_3310658	train
nist_3310668	test
nist_3310678	test
nist_3310682	train
nist_3310690	train
nist_3310701	train
nist_3310708	train
nist_3310719	train
nist_3310728	train
nist_3310745	train
nist_3310755	train
nist_3310765	train
nist_3310777	train
nist_3310787	train
nist_3310790	train
nist_3310803	train
nist_3310816	train
nist_3310838	train
nist_3310849	train
nist_3310858	train
nist_3310866	train
nist_3310874	train
nist_3310901	train
nist_3310905	train
nist_3310907	train
nist_3310914	train
nist_3310920	train
nist_3310924	train
nist_3310940	train
nist_3310949	train
nist_3310951	train
nist_3310966	train
nist_3310967	train
nist_3310982	train
nist_3310997	train
nist_3311011	train
nist_3311013	train
nist_3311020	train
nist_3311039	train
nist_3311049	train
nist_3311055	train
nist_3311063	train
nist_3311075	train
nist_3311087	train
nist_3311099	train
nist_3311125	train
nist_3311137	train
nist_3311147	train
nist_3311177	val
nist_3311178	val
nist_3311182	val
nist_3311230	train
nist_3311244	train
nist_3311265	train
nist_3311267	train
nist_3311279	train
nist_3311294	train
nist_3311542	train
nist_3311556	train
nist_3311566	train
nist_3311577	train
nist_3311626	train
nist_3311633	train
nist_3311643	train
nist_3311644	train
nist_3311655	train
nist_3311671	train
nist_3311679	train
nist_3311686	train
nist_3311694	train
nist_3311696	train
nist_3311707	train
nist_3311709	train
nist_3311724	train
nist_3311728	train
nist_3311741	train
nist_3311743	train
nist_3311744	train
nist_3311758	train
nist_3311800	train
nist_3311810	train
nist_3311812	train
nist_3311815	train
nist_3311830	train
nist_3311860	train
nist_3311866	train
nist_3311868	train
nist_3311883	train
nist_3311911	train
nist_3311926	train
nist_3311930	train
nist_3311932	train
nist_3311933	train
nist_3311945	train
nist_3311953	train
nist_3311964	train
nist_3311983	train
nist_3311998	train
nist_3312002	train
nist_3312015	train
nist_3312018	train
nist_3312032	train
nist_3312043	train
nist_3312047	train
nist_3312057	train
nist_3312090	train
nist_3312092	train
nist_3312102	train
nist_3312104	train
nist_3312114	train
nist_3312137	train
nist_3312143	train
nist_3312144	train
nist_3312149	train
nist_3312151	train
nist_3312173	train
nist_3312176	train
nist_3312178	train
nist_3312186	train
nist_3312192	train
nist_3312199	train
nist_3312200	train
nist_3312204	train
nist_3312206	train
nist_3312212	train
nist_3312221	train
nist_3312227	train
nist_3312236	train
nist_3312245	train
nist_3312291	train
nist_3312295	train
nist_3312297	train
nist_3312306	train
nist_3312308	train
nist_3312316	train
nist_3312342	train
nist_3312350	train
nist_3312357	train
nist_3312372	train
