spec	Fold_0
nist_3380687	train
nist_3380709	train
nist_3380722	train
nist_3380725	train
nist_3380737	train
nist_3380745	train
nist_3380757	train
nist_3380770	train
nist_3380773	train
nist_3380782	train
nist_3380792	train
nist_3380822	test
nist_3380833	test
nist_3380843	test
nist_3380857	test
nist_3380861	train
nist_3380873	test
nist_3380886	test
nist_3380890	test
nist_3380903	test
nist_3380907	train
nist_3380919	train
nist_3380921	train
nist_3380930	train
nist_3380946	train
nist_3380972	train
nist_3380977	train
nist_3380979	val
nist_3380994	val
nist_3380998	val
nist_3381020	train
nist_3381031	train
nist_3381033	train
nist_3381039	train
nist_3381051	train
nist_3381078	train
nist_3381095	train
nist_3381099	train
nist_3381112	train
nist_3381116	train
nist_3381128	train
nist_3381131	train
nist_3381140	train
nist_3381151	train
nist_3381166	train
nist_3381169	train
nist_3381176	train
nist_3381178	train
nist_3381182	train
nist_3381196	train
nist_3381199	train
nist_3381201	train
nist_3381202	train
nist_3381204	train
nist_3381206	train
nist_3381217	train
nist_3381221	train
nist_3381232	train
nist_3381241	train
nist_3381249	train
nist_3381262	train
nist_3381264	train
nist_3381275	train
nist_3381278	train
nist_3381295	train
nist_3381299	train
nist_3381311	train
nist_3381314	train
nist_3381329	train
nist_3381339	train
nist_3381356	train
nist_3381359	train
nist_3381372	train
nist_3381389	train
nist_3381392	train
nist_3381401	train
nist_3381404	train
nist_3381410	train
nist_3381419	train
nist_3381422	train
nist_3381435	train
nist_3381439	train
nist_3381445	train
nist_3381449	train
nist_3381452	train
nist_3381465	train
nist_3381474	train
nist_3381481	train
nist_3381492	train
nist_3381501	train
nist_3381518	train
nist_3381544	train
nist_3381552	train
nist_3381554	train
nist_3381566	train
nist_3381571	train
nist_3381582	train
nist_3381599	train
nist_3381603	test
nist_3381619	test
nist_3381622	test
nist_3381639	test
nist_3381649	train
nist_3381664	train
nist_3381668	train
nist_3381678	train
nist_3381681	train
nist_3381687	train
nist_3381696	train
nist_3381709	train
nist_3381712	train
nist_3381722	train
nist_3381725	train
nist_3381727	train
nist_3381732	train
nist_3381740	train
nist_3381752	train
nist_3381756	train
nist_3381763	train
nist_3381764	train
nist_3381777	train
nist_3381802	train
nist_3381815	train
nist_3381833	train
nist_3381840	train
nist_3381843	train
nist_3381855	train
nist_3381859	train
nist_3381868	train
nist_3381871	train
nist_3381879	train
nist_3381896	train
nist_3381919	train
nist_3381924	train
nist_3381932	train
nist_3381942	train
nist_3381955	train
nist_3381960	train
nist_3381972	train
nist_3381974	train
nist_3381989	train
nist_3382015	test
nist_3382029	test
nist_3382032	test
nist_3382041	test
nist_3382044	train
nist_3382057	train
nist_3382081	train
nist_3382095	train
nist_3382097	train
nist_3382110	train
nist_3382132	train
nist_3382145	train
nist_3382148	train
nist_3382165	train
nist_3382169	test
nist_3382181	test
nist_3382184	train
nist_3382227	train
nist_3382236	train
nist_3382246	train
nist_3382259	train
nist_3382261	train
nist_3382272	train
nist_3382276	train
nist_3382279	train
nist_3382293	train
nist_3382296	val
nist_3382310	val
nist_3382320	train
nist_3382337	train
nist_3382376	train
nist_3382381	train
nist_3382397	train
nist_3382405	train
nist_3382417	test
nist_3382428	test
nist_3382431	test
nist_3382433	test
nist_3382447	test
nist_3382454	test
nist_3382466	test
nist_3382506	test
nist_3382513	test
nist_3382515	test
nist_3382523	test
nist_3382529	test
nist_3382545	test
nist_3382562	test
nist_3382574	test
nist_3382580	val
nist_3382595	val
nist_3382643	val
nist_3382654	test
nist_3382670	test
nist_3382674	test
nist_3382682	test
nist_3382685	train
nist_3382690	train
nist_3382694	train
nist_3382704	train
nist_3382719	train
nist_3382727	train
nist_3382730	train
nist_3382741	train
nist_3382744	train
nist_3382750	train
nist_3382755	train
nist_3382765	train
nist_3382783	train
nist_3382790	train
nist_3382799	train
nist_3382815	train
nist_3382826	train
nist_3382828	train
nist_3382843	train
nist_3382863	train
nist_3382880	train
nist_3382883	train
nist_3382900	train
nist_3382903	train
nist_3382915	train
nist_3382935	train
nist_3382949	train
nist_3382953	train
nist_3382962	train
nist_3382974	train
nist_3382991	train
nist_3382994	train
nist_3383009	train
nist_3383012	train
nist_3383025	train
nist_3383042	test
nist_3383052	test
nist_3383076	test
nist_3383083	train
nist_3383092	train
nist_3383094	train
nist_3383106	train
nist_3383110	train
nist_3383114	train
nist_3383115	train
nist_3383127	train
nist_3383130	train
nist_3383147	train
nist_3383152	train
nist_3383166	train
nist_3383190	train
nist_3383195	train
nist_3383197	train
nist_3383213	train
nist_3383220	train
nist_3383231	train
nist_3383236	train
nist_3383239	train
nist_3383244	train
nist_3383257	train
nist_3383271	train
nist_3383281	train
nist_3383288	train
nist_3383305	train
nist_3383310	train
nist_3383325	train
nist_3383338	train
nist_3383352	train
nist_3383371	train
nist_3383385	train
nist_3383388	train
nist_3383399	train
nist_3383404	train
nist_3383416	train
nist_3383421	train
nist_3383432	train
nist_3383456	train
nist_3383468	train
nist_3383473	train
nist_3383483	train
nist_3383487	train
nist_3383508	train
nist_3383513	train
nist_3383534	train
nist_3383551	train
nist_3383555	train
nist_3383566	train
nist_3383585	val
nist_3383600	val
nist_3383620	val
nist_3383626	val
nist_3383628	val
nist_3383644	val
nist_3383648	val
nist_3383660	val
nist_3383672	val
nist_3383684	val
nist_3383703	val
nist_3383713	val
nist_3383729	train
nist_3383744	train
nist_3383750	train
nist_3383762	train
nist_3383772	train
nist_3383784	train
nist_3383792	train
nist_3383802	train
nist_3383815	train
nist_3383831	train
nist_3383835	train
nist_3383847	train
nist_3383850	train
nist_3383855	train
nist_3383865	val
nist_3383871	val
nist_3383899	val
nist_3383905	val
nist_3383909	train
nist_3383915	train
nist_3383918	train
nist_3383925	train
nist_3383933	train
nist_3383949	train
nist_3383954	train
nist_3383967	train
nist_3384005	train
nist_3384020	train
nist_3384024	train
nist_3384036	train
nist_3384076	test
nist_3384090	test
nist_3384107	val
nist_3384114	val
nist_3384116	train
nist_3384127	train
nist_3384131	train
nist_3384143	train
nist_3384152	train
nist_3384164	train
nist_3384166	train
nist_3384169	val
nist_3384177	val
nist_3384186	val
nist_3384198	val
nist_3384200	val
nist_3384204	train
nist_3384219	train
nist_3384230	train
nist_3384246	train
nist_3384249	train
nist_3384262	train
nist_3384268	train
nist_3384280	train
nist_3384289	train
nist_3384302	train
nist_3384318	val
nist_3384325	val
nist_3384345	val
nist_3384356	val
nist_3384359	val
nist_3384372	val
nist_3384384	val
nist_3384390	train
nist_3384405	train
nist_3384420	train
nist_3384434	train
nist_3384439	train
nist_3384453	train
nist_3384470	train
nist_3384481	train
nist_3384485	train
nist_3384499	train
nist_3384503	train
nist_3384511	train
nist_3384523	train
nist_3384531	train
nist_3384535	train
nist_3384538	train
nist_3384551	train
nist_3384562	train
nist_3384568	train
nist_3384570	train
nist_3384586	train
nist_3384591	train
nist_3384607	train
nist_3384610	train
nist_3384621	train
nist_3384629	train
nist_3384632	train
nist_3384642	train
nist_3384649	train
nist_3384656	train
nist_3384667	train
nist_3384676	train
nist_3384684	train
nist_3384696	train
nist_3384707	train
nist_3384716	train
nist_3384735	train
nist_3384742	train
nist_3384754	train
nist_3384766	train
nist_3384769	train
nist_3384795	train
nist_3384805	train
nist_3384817	train
nist_3384833	train
nist_3384838	train
nist_3384855	train
nist_3384878	train
nist_3384891	train
nist_3384893	train
nist_3384908	train
nist_3384913	train
nist_3384925	train
nist_3384930	train
nist_3384934	train
nist_3384945	train
nist_3384958	train
nist_3384975	train
nist_3384991	train
nist_3384995	train
nist_3385008	train
nist_3385012	train
nist_3385025	train
nist_3385027	train
nist_3385035	train
nist_3385049	train
nist_3385062	train
nist_3385071	train
nist_3385094	train
nist_3385102	train
nist_3385117	train
nist_3385125	train
nist_3385139	train
nist_3385143	train
nist_3385145	train
nist_3385151	train
nist_3385166	train
nist_3385170	train
nist_3385184	train
nist_3385188	train
nist_3385196	train
nist_3385198	train
nist_3385211	train
nist_3385216	train
nist_3385225	train
nist_3385229	train
nist_3385244	train
nist_3385250	train
nist_3385263	train
nist_3385301	train
nist_3385312	train
nist_3385316	train
nist_3385326	train
nist_3385340	train
nist_3385353	train
nist_3385357	train
nist_3385371	train
nist_3385380	train
nist_3385397	train
nist_3385401	train
nist_3385415	train
nist_3385436	val
nist_3385447	val
nist_3385469	train
nist_3385482	train
nist_3385495	train
nist_3385508	train
nist_3385520	train
nist_3385525	train
nist_3385535	train
nist_3385537	train
nist_3385544	train
nist_3385565	train
nist_3385580	train
nist_3385583	train
nist_3385597	train
nist_3385601	train
nist_3385613	train
nist_3385632	train
nist_3385646	train
nist_3385649	train
nist_3385656	train
nist_3385669	train
nist_3385672	train
nist_3385681	train
nist_3385683	train
nist_3385692	train
nist_3385695	train
nist_3385702	train
nist_3385716	test
nist_3385724	test
nist_3385726	train
nist_3385741	train
nist_3385756	train
nist_3385759	train
nist_3385771	train
nist_3385774	val
nist_3385788	val
nist_3385807	val
nist_3385817	val
nist_3385829	train
nist_3385845	train
nist_3385892	train
nist_3385901	train
nist_3385918	train
nist_3385929	train
nist_3385939	train
nist_3385950	train
nist_3385962	train
nist_3385973	train
nist_3385975	train
nist_3385989	train
nist_3386005	train
nist_3386011	train
nist_3386014	train
nist_3386022	train
nist_3386025	train
nist_3386032	train
nist_3386043	val
nist_3386056	val
nist_3386066	val
nist_3386081	val
nist_3386096	val
nist_3386115	val
nist_3386127	val
nist_3386135	val
nist_3386140	val
nist_3386160	val
nist_3386169	val
nist_3386171	val
nist_3386183	val
nist_3386189	val
nist_3386199	val
nist_3386229	val
nist_3386239	val
nist_3386243	train
nist_3386257	train
nist_3386274	train
nist_3386290	train
nist_3386294	train
nist_3386305	train
nist_3386317	train
nist_3386333	train
nist_3386336	train
nist_3386345	train
nist_3386357	train
nist_3386360	train
nist_3386372	train
nist_3386395	train
nist_3386410	train
nist_3386413	train
nist_3386426	train
nist_3386433	train
nist_3386445	train
nist_3386453	train
nist_3386465	train
nist_3386477	val
nist_3386484	val
nist_3386498	val
nist_3386507	val
nist_3386519	train
nist_3386528	train
nist_3386530	train
nist_3386543	train
nist_3386545	train
nist_3386555	train
nist_3386557	train
nist_3386574	train
nist_3386594	train
nist_3386602	train
nist_3386604	train
nist_3386620	train
nist_3386645	train
nist_3386657	train
nist_3386667	train
nist_3386671	train
nist_3386673	train
nist_3386681	train
nist_3386684	train
nist_3386693	train
nist_3386695	train
nist_3386707	train
nist_3386710	train
nist_3386721	train
nist_3386723	train
nist_3386736	train
nist_3386739	test
nist_3386747	train
nist_3386761	train
nist_3386779	train
nist_3386794	train
nist_3386797	train
nist_3386809	train
nist_3386819	train
nist_3386845	train
nist_3386861	train
nist_3386865	train
nist_3386879	train
nist_3386894	train
nist_3386898	train
nist_3386913	train
nist_3386915	train
nist_3386922	train
nist_3386924	train
nist_3386937	train
nist_3386940	test
nist_3386944	test
nist_3386947	test
nist_3386948	train
nist_3386961	train
nist_3386971	train
nist_3386974	test
nist_3386986	test
nist_3386988	train
nist_3386997	train
nist_3387016	train
nist_3387026	train
nist_3387045	train
nist_3387053	train
nist_3387058	train
nist_3387063	train
nist_3387074	train
nist_3387077	train
nist_3387091	train
nist_3387094	train
nist_3387131	train
nist_3387142	train
nist_3387151	train
nist_3387153	train
nist_3387161	train
nist_3387170	train
nist_3387172	train
nist_3387179	train
nist_3387187	train
nist_3387198	train
nist_3387201	train
nist_3387218	train
nist_3387221	train
nist_3387232	train
nist_3387234	train
nist_3387246	train
nist_3387249	train
nist_3387260	train
nist_3387262	train
nist_3387282	train
nist_3387290	train
nist_3387298	train
nist_3387301	train
nist_3387307	train
nist_3387322	train
nist_3387349	train
nist_3387355	train
nist_3387375	train
nist_3387389	train
nist_3387412	train
nist_3387419	train
nist_3387421	train
nist_3387438	train
nist_3387456	train
nist_3387469	train
nist_3387471	train
nist_3387483	train
nist_3387490	train
nist_3387501	val
nist_3387515	val
nist_3387536	val
nist_3387552	val
nist_3387556	train
nist_3387570	train
nist_3387573	train
nist_3387585	train
nist_3387595	train
nist_3387610	train
nist_3387632	train
nist_3387642	train
nist_3387644	train
nist_3387649	train
nist_3387676	train
nist_3387685	val
nist_3387699	val
nist_3387707	val
nist_3387721	val
nist_3387757	val
nist_3387768	val
nist_3387770	train
nist_3387783	train
nist_3387787	train
nist_3387795	train
nist_3387799	train
nist_3387801	train
nist_3387811	train
nist_3387813	train
nist_3387823	train
nist_3387884	train
nist_3387890	train
nist_3387895	train
nist_3387902	train
nist_3387915	train
nist_3387927	train
nist_3387950	train
nist_3387956	train
nist_3387968	train
nist_3387989	train
nist_3388003	train
nist_3388029	train
nist_3388037	train
nist_3388051	train
nist_3388060	train
nist_3388082	train
nist_3388097	train
nist_3388136	train
nist_3388150	train
nist_3388156	train
nist_3388168	train
nist_3388181	train
nist_3388192	train
nist_3388210	train
nist_3388222	train
nist_3388239	train
nist_3388253	train
nist_3388307	train
nist_3388317	train
nist_3388332	train
nist_3388343	train
nist_3388356	train
nist_3388369	train
nist_3388387	train
nist_3388395	train
nist_3388397	train
nist_3388407	train
nist_3388418	train
nist_3388430	train
nist_3388446	train
nist_3388448	train
nist_3388456	train
nist_3388459	train
nist_3388474	train
nist_3388518	train
nist_3388531	train
nist_3388559	train
nist_3388574	train
nist_3388610	train
nist_3388620	train
nist_3388624	train
nist_3388641	train
nist_3388678	train
nist_3388688	train
nist_3388692	train
nist_3388706	train
nist_3388713	train
nist_3388727	train
nist_3388744	train
nist_3388750	train
nist_3388758	train
nist_3388763	train
nist_3388775	train
nist_3388804	train
nist_3388816	train
nist_3388818	train
nist_3388827	train
nist_3388829	val
nist_3388844	val
nist_3388861	train
nist_3388876	train
nist_3388883	train
nist_3388896	train
nist_3388929	train
nist_3388941	train
nist_3388956	train
nist_3388970	train
nist_3388974	train
nist_3388986	train
nist_3388992	train
nist_3389006	train
nist_3389010	train
nist_3389025	train
nist_3389041	train
nist_3389050	train
nist_3389063	train
nist_3389080	train
nist_3389084	train
nist_3389096	train
nist_3389101	train
nist_3389117	train
nist_3389122	train
nist_3389135	train
nist_3389151	test
nist_3389166	test
nist_3389189	test
nist_3389206	test
nist_3389213	train
nist_3389222	train
nist_3389229	train
nist_3389238	train
nist_3389247	train
nist_3389254	train
nist_3389271	train
nist_3389278	train
nist_3389290	train
nist_3389311	train
nist_3389327	train
nist_3389342	train
nist_3389357	train
nist_3389389	train
nist_3389401	train
nist_3389405	train
nist_3389420	train
nist_3389441	train
nist_3389456	train
nist_3389490	train
nist_3389501	train
nist_3389509	train
nist_3389512	train
nist_3389528	train
nist_3389540	train
nist_3389545	train
nist_3389548	train
nist_3389557	train
nist_3389575	train
nist_3389580	train
nist_3389592	train
nist_3389608	train
nist_3389620	train
nist_3389625	train
nist_3389640	train
nist_3389645	test
nist_3389656	test
nist_3389660	test
nist_3389673	test
nist_3389682	train
nist_3389694	train
nist_3389700	train
nist_3389708	train
nist_3389725	train
nist_3389735	train
nist_3389737	test
nist_3389748	test
nist_3389761	test
nist_3389773	test
nist_3389775	train
nist_3389786	train
nist_3389804	train
nist_3389812	train
nist_3389815	train
nist_3389826	train
nist_3389841	train
nist_3389875	train
nist_3389889	train
nist_3389904	train
nist_3389920	train
nist_3389929	train
nist_3389944	train
nist_3389955	train
nist_3389958	train
nist_3389967	train
nist_3389969	train
nist_3389972	train
nist_3389977	train
nist_3390002	test
nist_3390017	test
nist_3390024	test
nist_3390036	test
nist_3390062	test
nist_3390073	test
nist_3390078	test
nist_3390084	test
nist_3390102	train
nist_3390117	train
nist_3390123	train
nist_3390136	train
nist_3390139	train
nist_3390151	train
nist_3390156	train
nist_3390167	train
nist_3390187	train
nist_3390199	train
nist_3390218	train
nist_3390229	train
nist_3390233	train
nist_3390248	train
nist_3390269	train
nist_3390276	train
nist_3390278	train
nist_3390293	train
nist_3390330	train
nist_3390346	train
nist_3390350	train
nist_3390363	train
nist_3390366	train
nist_3390382	train
nist_3390385	train
nist_3390396	train
nist_3390415	train
nist_3390429	train
nist_3390435	train
nist_3390448	train
nist_3390451	train
nist_3390466	train
nist_3390471	train
nist_3390477	train
nist_3390491	train
nist_3390504	train
nist_3390507	train
nist_3390522	train
nist_3390524	test
nist_3390529	val
nist_3390543	val
nist_3390562	test
nist_3390568	test
nist_3390595	test
nist_3390603	test
nist_3390607	test
nist_3390611	test
nist_3390625	train
nist_3390639	train
nist_3390657	train
nist_3390663	train
nist_3390674	train
nist_3390691	train
nist_3390704	train
nist_3390707	train
nist_3390722	train
nist_3390761	train
nist_3390778	train
nist_3390799	train
nist_3390804	train
nist_3390806	train
nist_3390812	train
nist_3390815	val
nist_3390827	val
nist_3390846	val
nist_3390855	val
nist_3390859	train
nist_3390871	train
nist_3390874	train
nist_3390881	train
nist_3390884	train
nist_3390889	train
nist_3390904	train
nist_3390908	train
nist_3390922	train
nist_3390925	train
nist_3390936	train
nist_3390957	train
nist_3390968	train
nist_3390987	train
nist_3390995	train
nist_3390998	train
nist_3391006	train
nist_3391020	train
nist_3391027	train
nist_3391030	train
nist_3391040	train
nist_3391042	train
nist_3391051	train
nist_3391054	train
nist_3391066	train
nist_3391070	train
nist_3391075	train
nist_3391079	train
nist_3391094	train
nist_3391098	train
nist_3391105	train
nist_3391106	train
nist_3391119	train
nist_3391123	train
nist_3391130	train
nist_3391141	train
nist_3391149	train
nist_3391153	train
nist_3391163	train
nist_3391191	train
nist_3391208	train
nist_3391212	train
nist_3391225	train
nist_3391230	train
nist_3391251	train
nist_3391264	train
nist_3391268	train
nist_3391280	train
nist_3391282	train
nist_3391296	train
nist_3391303	train
nist_3391315	train
nist_3391332	train
nist_3391335	train
nist_3391371	train
nist_3391381	train
nist_3391398	train
nist_3391406	train
nist_3391410	train
nist_3391427	train
nist_3391431	train
nist_3391447	train
nist_3391452	train
nist_3391464	train
nist_3391467	train
nist_3391478	train
nist_3391480	train
nist_3391495	train
nist_3391515	train
nist_3391518	train
nist_3391520	train
nist_3391530	train
nist_3391532	train
nist_3391549	train
nist_3391568	train
nist_3391577	train
nist_3391579	train
nist_3391593	train
nist_3391596	train
nist_3391613	train
nist_3391633	train
nist_3391645	train
nist_3391649	train
nist_3391663	train
nist_3391687	train
nist_3391692	train
nist_3391698	train
nist_3391714	train
nist_3391730	train
nist_3391744	train
nist_3391753	train
nist_3391767	train
nist_3391784	train
nist_3391797	train
nist_3391816	train
nist_3391825	train
nist_3391831	train
nist_3391843	train
nist_3391851	train
nist_3391863	train
nist_3394638	test
nist_3394651	test
nist_3394679	test
nist_3394681	test
nist_3394693	test
nist_3394699	test
nist_3394712	test
nist_3394733	test
nist_3394746	test
nist_3394750	test
nist_3394760	test
nist_3394762	train
nist_3394777	train
nist_3394784	train
nist_3394799	train
nist_3394825	train
nist_3394827	train
nist_3394842	train
nist_3394848	train
nist_3394859	train
nist_3394863	train
nist_3394873	train
nist_3394891	train
nist_3394901	train
nist_3394919	train
nist_3394927	train
nist_3394931	train
nist_3394940	train
nist_3394952	train
nist_3394957	train
nist_3394969	train
nist_3394972	train
nist_3394985	train
nist_3394989	train
nist_3395000	train
nist_3395005	train
nist_3395009	train
nist_3395010	train
nist_3395017	train
nist_3395029	train
nist_3395044	train
nist_3395048	train
nist_3395055	train
nist_3395072	train
nist_3395087	train
nist_3395122	train
nist_3395128	train
nist_3395130	train
nist_3395142	train
nist_3395172	train
nist_3395184	train
nist_3395188	train
nist_3395200	train
nist_3395204	train
nist_3395209	train
nist_3395211	train
nist_3395219	train
nist_3395230	train
nist_3395243	train
nist_3395247	train
nist_3395258	train
nist_3395266	train
nist_3395273	train
nist_3395277	train
nist_3395288	train
nist_3395314	train
nist_3395328	train
nist_3395351	val
nist_3395361	val
nist_3395373	train
nist_3395384	train
nist_3395389	train
nist_3395403	train
nist_3395412	train
nist_3395427	train
nist_3395432	train
nist_3395445	train
nist_3395480	train
nist_3395495	train
nist_3395499	train
nist_3395513	train
nist_3395521	train
nist_3395536	train
nist_3395549	train
nist_3395553	train
nist_3395564	train
nist_3395568	train
nist_3395582	train
nist_3395593	train
nist_3395597	train
nist_3395609	train
nist_3395627	train
nist_3395641	train
nist_3395647	train
nist_3395659	train
nist_3395677	train
nist_3395685	train
nist_3395689	train
nist_3395695	train
nist_3395706	train
nist_3395716	train
nist_3395722	train
nist_3395726	train
nist_3395742	train
nist_3395746	train
nist_3395760	train
nist_3395773	train
nist_3395803	train
nist_3395817	train
nist_3395831	train
nist_3395841	train
nist_3395871	train
nist_3395880	train
nist_3395883	train
nist_3395898	train
nist_3395903	train
nist_3395909	train
nist_3395935	val
nist_3395947	val
nist_3395950	val
nist_3395959	val
nist_3395962	train
nist_3395977	train
nist_3395983	train
nist_3395996	train
nist_3396018	train
nist_3396036	train
nist_3396046	train
nist_3396061	train
nist_3396074	train
nist_3396078	train
nist_3396092	train
nist_3396095	train
nist_3396106	train
nist_3396113	train
nist_3396123	train
nist_3396161	train
nist_3396166	train
nist_3396177	train
nist_3396184	train
nist_3396186	train
nist_3396199	train
nist_3396216	val
nist_3396229	val
nist_3396237	train
nist_3396250	train
nist_3396255	train
nist_3396266	train
nist_3396272	train
nist_3396285	train
nist_3396308	train
nist_3396320	train
nist_3396325	train
nist_3396337	train
nist_3396363	train
nist_3396374	train
nist_3396389	train
nist_3396405	train
nist_3396414	train
nist_3396421	train
nist_3396435	train
nist_3396439	train
nist_3396451	train
nist_3396466	train
nist_3396476	train
nist_3396493	train
nist_3396503	train
nist_3396513	train
nist_3396520	train
nist_3396528	train
nist_3396530	train
nist_3396541	train
nist_3396563	train
nist_3396570	train
nist_3396579	train
nist_3396590	train
nist_3396626	train
nist_3396636	train
nist_3396662	train
nist_3396673	train
nist_3396683	train
nist_3396698	train
nist_3396708	train
nist_3396725	train
nist_3396737	train
nist_3396754	test
nist_3396766	train
nist_3396777	train
nist_3396784	train
nist_3396795	train
nist_3396812	train
nist_3396823	train
nist_3396845	val
nist_3396854	train
nist_3396865	train
nist_3396894	train
nist_3396907	train
nist_3396909	train
nist_3396921	train
nist_3396923	test
nist_3396934	test
nist_3396962	train
nist_3396974	train
nist_3396998	train
nist_3397009	train
nist_3397011	train
nist_3397021	train
nist_3397023	test
nist_3397034	test
nist_3397051	train
nist_3397062	train
nist_3397082	train
nist_3397092	train
nist_3397096	train
nist_3397101	train
nist_3397119	train
nist_3397134	train
nist_3397153	train
nist_3397164	train
nist_3397192	train
nist_3397203	train
nist_3397221	val
nist_3397236	val
nist_3397240	val
nist_3397255	val
nist_3397265	val
nist_3397280	val
nist_3397303	train
nist_3397317	train
nist_3397338	val
nist_3397340	val
nist_3397342	train
nist_3397352	train
nist_3397377	train
nist_3397389	train
nist_3397410	train
nist_3397422	train
nist_3397430	train
nist_3397440	train
nist_3397476	train
nist_3397490	train
nist_3397512	train
nist_3397527	train
nist_3397598	train
nist_3397613	train
nist_3397640	train
nist_3397655	train
nist_3397678	train
nist_3397692	train
nist_3397716	train
nist_3397729	train
nist_3397735	train
nist_3397750	train
nist_3397755	train
nist_3397768	train
nist_3397788	train
nist_3397799	train
nist_3397812	val
nist_3397824	val
nist_3397846	train
nist_3397860	train
nist_3397883	val
nist_3397895	val
nist_3397913	train
nist_3397928	train
nist_3397931	train
nist_3397945	train
nist_3397948	val
nist_3397960	val
nist_3398000	val
nist_3398002	train
nist_3398015	train
nist_3398054	train
nist_3398057	train
nist_3398059	train
nist_3398073	train
nist_3398089	train
nist_3398100	train
nist_3398128	train
nist_3398140	train
nist_3398156	val
nist_3398168	val
nist_3398172	train
nist_3398179	test
nist_3398189	test
nist_3398217	train
nist_3398232	train
nist_3398256	train
nist_3398268	train
nist_3398278	train
nist_3398289	train
nist_3398305	train
nist_3398320	train
nist_3398338	train
nist_3398353	train
nist_3398372	train
nist_3398386	train
nist_3398403	train
nist_3398418	train
nist_3398443	train
nist_3398457	train
nist_3398474	train
nist_3398485	train
nist_3398504	train
nist_3398516	train
nist_3398518	train
nist_3398529	train
nist_3398533	val
nist_3398547	val
nist_3398563	train
nist_3398575	train
nist_3398595	train
nist_3398609	train
nist_3398630	train
nist_3398642	train
nist_3398654	train
nist_3398666	train
nist_3398688	val
nist_3398700	val
nist_3398706	train
nist_3398716	train
nist_3398737	train
nist_3398749	train
nist_3398751	train
nist_3398763	train
nist_3398772	train
nist_3398787	train
nist_3398812	train
nist_3398818	test
nist_3398830	test
nist_3398854	train
nist_3398869	train
nist_3398899	train
nist_3398913	train
nist_3398917	train
nist_3398930	train
nist_3398955	test
nist_3398970	test
nist_3399014	train
nist_3399029	train
nist_3399034	train
nist_3399046	train
nist_3399057	train
nist_3399069	train
nist_3399078	train
nist_3399091	train
nist_3399100	train
nist_3399112	train
nist_3399118	train
nist_3399131	train
nist_3399144	train
nist_3399163	train
nist_3399166	train
nist_3399184	train
nist_3399186	train
nist_3399190	train
nist_3399196	train
nist_3399198	train
nist_3399210	train
nist_3399214	train
nist_3399224	train
nist_3399239	train
nist_3399258	train
nist_3399273	train
nist_3399299	train
nist_3399301	train
nist_3399312	test
nist_3399324	test
nist_3399342	test
nist_3399352	train
nist_3399365	train
nist_3399376	train
nist_3399387	train
nist_3399391	train
nist_3399406	train
nist_3399437	train
nist_3399458	train
nist_3399468	train
nist_3399476	train
nist_3399496	train
nist_3399511	train
nist_3399533	val
nist_3399546	val
nist_3399571	test
nist_3399586	test
nist_3399592	test
nist_3399606	test
nist_3399632	train
nist_3399647	train
nist_3399668	train
nist_3399683	train
nist_3399689	train
nist_3399701	train
nist_3399715	train
nist_3399725	train
nist_3399731	test
nist_3399746	test
nist_3399774	train
nist_3399788	train
nist_3399792	train
nist_3399803	train
nist_3399821	test
nist_3399834	test
nist_3399853	test
nist_3399865	test
nist_3399867	train
nist_3399882	train
nist_3399890	train
nist_3399899	val
nist_3399913	val
nist_3399927	test
nist_3399941	test
nist_3399955	train
nist_3399967	train
nist_3400001	val
nist_3400016	val
nist_3400074	val
nist_3400082	val
nist_3400084	train
nist_3400098	train
nist_3400126	train
nist_3400137	train
nist_3400139	train
nist_3400154	train
nist_3400196	train
nist_3400209	train
nist_3400215	train
nist_3400227	train
nist_3400232	train
nist_3400240	train
nist_3400244	train
nist_3400255	train
nist_3400262	test
nist_3400273	test
nist_3400300	train
nist_3400312	train
nist_3400326	train
nist_3400330	train
nist_3400339	train
nist_3400347	train
nist_3400360	train
nist_3400368	train
nist_3400383	train
nist_3400386	train
nist_3400397	train
nist_3400401	train
nist_3400409	train
nist_3400413	train
nist_3400428	train
nist_3400437	train
nist_3400450	train
nist_3400459	train
nist_3400471	train
nist_3400480	train
nist_3400488	train
nist_3400496	train
nist_3400508	train
nist_3400525	train
nist_3400537	train
nist_3400558	val
nist_3400573	val
nist_3400600	train
nist_3400611	train
nist_3400613	train
nist_3400625	train
nist_3400630	test
nist_3400642	test
nist_3400663	test
nist_3400675	val
nist_3400688	val
nist_3400707	train
nist_3400719	train
nist_3400749	test
nist_3400761	test
nist_3400788	test
nist_3400795	test
nist_3400797	train
nist_3400812	train
nist_3400839	train
nist_3400845	train
nist_3400847	train
nist_3400862	train
nist_3400890	train
nist_3400903	train
nist_3400908	train
nist_3400922	train
nist_3400929	test
nist_3400944	test
nist_3400949	test
nist_3400962	test
nist_3400966	train
nist_3400979	train
nist_3401000	train
nist_3401010	train
nist_3401038	train
nist_3401050	train
nist_3401052	train
nist_3401067	train
nist_3401096	train
nist_3401110	train
nist_3401120	train
nist_3401130	train
nist_3401145	train
nist_3401168	train
nist_3401173	train
nist_3401175	val
nist_3401189	val
nist_3401212	val
nist_3401224	val
nist_3401250	val
nist_3401253	val
nist_3401255	val
nist_3401263	val
nist_3401273	train
nist_3401288	train
nist_3401319	train
nist_3401334	train
nist_3401338	train
nist_3401350	train
nist_3401364	train
nist_3401375	train
nist_3401386	train
nist_3401401	train
